id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,participant_id,number,question,response
690,2018-01-25 15:16:14.407209,,,,,,f,,question,224,4,"",""
698,2018-01-25 16:16:43.43453,,,,,,f,,question,227,4,"",""
700,2018-01-25 16:53:57.707549,,,,,,f,,question,229,2,multi-confusing,no
702,2018-01-25 16:53:57.9292,,,,,,f,,question,229,4,"",""
703,2018-01-25 17:08:32.937468,,,,,,f,,question,231,1,time,7
704,2018-01-25 17:08:33.046016,,,,,,f,,question,231,2,multi-confusing,"At first it wanted to give me an error before starting. I had sent an e-mail about it, but I am going to send you another stating to disregard the first one. I got it to work after clearing cookies/cache."
705,2018-01-25 17:08:33.160189,,,,,,f,,question,231,3,"",""
706,2018-01-25 17:08:33.248866,,,,,,f,,question,231,4,"",""
707,2018-01-25 19:38:57.512693,,,,,,f,,question,232,1,time,7
708,2018-01-25 19:38:57.578987,,,,,,f,,question,232,2,multi-confusing,no
709,2018-01-25 19:38:57.648329,,,,,,f,,question,232,3,"",""
710,2018-01-25 19:38:57.729336,,,,,,f,,question,232,4,"",""
711,2018-01-25 19:48:45.788601,,,,,,f,,question,233,1,time,5
712,2018-01-25 19:48:45.851891,,,,,,f,,question,233,2,multi-confusing,no
713,2018-01-25 19:48:45.93858,,,,,,f,,question,233,3,"",""
714,2018-01-25 19:48:45.999678,,,,,,f,,question,233,4,"",""
715,2018-01-25 20:29:32.095187,,,,,,f,,question,235,1,time,15
716,2018-01-25 20:29:32.172597,,,,,,f,,question,235,2,multi-confusing,At first how I was to select and move on but once I got the feel for it then it was alot easier
717,2018-01-25 20:29:32.240639,,,,,,f,,question,235,3,"",""
718,2018-01-25 20:29:32.303071,,,,,,f,,question,235,4,"",""
719,2018-01-25 20:36:15.626725,,,,,,f,,question,236,1,time,5
720,2018-01-25 20:36:15.707006,,,,,,f,,question,236,2,multi-confusing,no
721,2018-01-25 20:36:15.786166,,,,,,f,,question,236,3,"",""
722,2018-01-25 20:36:15.859747,,,,,,f,,question,236,4,"",""
723,2018-01-25 23:51:53.043565,,,,,,f,,question,237,1,time,12
724,2018-01-25 23:51:53.196306,,,,,,f,,question,237,2,multi-confusing,"Although one could minimally gauge which parts may or may not fail due to previous participant's results, the fact that no actual probabilities were given and that we are told up front that failures are random, made luck  as much as observation a factor."
725,2018-01-25 23:51:53.352137,,,,,,f,,question,237,3,"",""
726,2018-01-25 23:51:53.553553,,,,,,f,,question,237,4,"",""
727,2018-01-26 03:13:38.573504,,,,,,f,,question,240,1,time,12
728,2018-01-26 03:13:38.633862,,,,,,f,,question,240,2,multi-confusing,a little
729,2018-01-26 03:13:38.692849,,,,,,f,,question,240,3,"",""
730,2018-01-26 03:13:38.756415,,,,,,f,,question,240,4,"",""
731,2018-01-26 03:34:51.88457,,,,,,f,,question,241,1,time,10
732,2018-01-26 03:34:51.96307,,,,,,f,,question,241,2,multi-confusing,no
733,2018-01-26 03:34:52.228813,,,,,,f,,question,241,3,"",""
734,2018-01-26 03:34:52.437712,,,,,,f,,question,241,4,"",""
735,2018-01-26 04:32:34.726979,,,,,,f,,question,242,1,time,10
736,2018-01-26 04:32:34.786786,,,,,,f,,question,242,2,multi-confusing,Not at all. It was very intiutive
737,2018-01-26 04:32:34.857314,,,,,,f,,question,242,3,"",""
738,2018-01-26 04:32:35.308602,,,,,,f,,question,242,4,"",""
739,2018-01-26 04:52:16.082774,,,,,,f,,question,243,1,time,12
740,2018-01-26 04:52:16.215281,,,,,,f,,question,243,2,multi-confusing,no
741,2018-01-26 04:52:16.366744,,,,,,f,,question,243,3,"",""
742,2018-01-26 04:52:16.482783,,,,,,f,,question,243,4,"",""
743,2018-01-26 05:05:53.252713,,,,,,f,,question,244,1,time,12
744,2018-01-26 05:05:53.362873,,,,,,f,,question,244,2,multi-confusing,I wondered why I'd be shown the result for all four rounds without being able to change anything.
745,2018-01-26 05:05:53.454457,,,,,,f,,question,244,3,"",""
746,2018-01-26 05:05:53.541729,,,,,,f,,question,244,4,"",""
747,2018-01-26 05:19:10.444596,,,,,,f,,question,245,1,time,7
748,2018-01-26 05:19:10.591962,,,,,,f,,question,245,2,multi-confusing,It seemed straightforward.
749,2018-01-26 05:19:10.725625,,,,,,f,,question,245,3,"",""
750,2018-01-26 05:19:11.070464,,,,,,f,,question,245,4,"",""
751,2018-01-26 06:31:33.837633,,,,,,f,,question,247,1,time,10
752,2018-01-26 06:31:33.931843,,,,,,f,,question,247,2,multi-confusing,"I didn't find anything confusing, per say. I did feel the amount of data given made it hard to draw accurate conclusions about the usability of parts. But I think that was part of the experiment being done. "
753,2018-01-26 06:31:34.019904,,,,,,f,,question,247,3,"",""
754,2018-01-26 06:31:34.162345,,,,,,f,,question,247,4,"",""
755,2018-01-26 08:38:58.461999,,,,,,f,,question,248,1,time,5
756,2018-01-26 08:38:58.552553,,,,,,f,,question,248,2,multi-confusing,""
757,2018-01-26 08:38:58.644819,,,,,,f,,question,248,3,"",""
758,2018-01-26 08:38:58.744143,,,,,,f,,question,248,4,"",""
759,2018-01-26 10:01:37.558801,,,,,,f,,question,253,1,time,10
760,2018-01-26 10:01:37.726543,,,,,,f,,question,253,2,multi-confusing,No
761,2018-01-26 10:01:37.939608,,,,,,f,,question,253,3,"",""
762,2018-01-26 10:01:38.107569,,,,,,f,,question,253,4,"",""
763,2018-01-26 10:10:39.941137,,,,,,f,,question,254,1,time,10
764,2018-01-26 10:10:40.107606,,,,,,f,,question,254,2,multi-confusing,No
765,2018-01-26 10:10:40.265835,,,,,,f,,question,254,3,"",""
766,2018-01-26 10:10:40.438476,,,,,,f,,question,254,4,"",""
767,2018-01-26 11:16:29.542621,,,,,,f,,question,255,1,time,5
768,2018-01-26 11:16:29.847921,,,,,,f,,question,255,2,multi-confusing,NO
769,2018-01-26 11:16:30.155108,,,,,,f,,question,255,3,"",""
770,2018-01-26 11:16:30.466285,,,,,,f,,question,255,4,"",""
771,2018-01-26 12:06:22.514494,,,,,,f,,question,256,1,time,10
772,2018-01-26 12:06:22.67927,,,,,,f,,question,256,2,multi-confusing,Nothing at all. I just didn't know whether to pick the same amount of parts or if I could pick more.
773,2018-01-26 12:06:22.84956,,,,,,f,,question,256,3,"",""
774,2018-01-26 12:06:23.011078,,,,,,f,,question,256,4,"",""
775,2018-01-26 12:32:23.376664,,,,,,f,,question,257,1,time,15
776,2018-01-26 12:32:23.461263,,,,,,f,,question,257,2,multi-confusing,Very few of the parts seemed to have a positive test rating of more than 50%
777,2018-01-26 12:32:23.547478,,,,,,f,,question,257,3,"",""
778,2018-01-26 12:32:23.610426,,,,,,f,,question,257,4,"",""
779,2018-01-26 12:44:57.062414,,,,,,f,,question,258,1,time,10
780,2018-01-26 12:44:57.217182,,,,,,f,,question,258,2,multi-confusing,no
781,2018-01-26 12:44:57.336583,,,,,,f,,question,258,3,"",""
782,2018-01-26 12:44:57.440067,,,,,,f,,question,258,4,"",""
783,2018-01-26 14:40:24.533113,,,,,,f,,question,261,1,time,7
784,2018-01-26 14:40:24.627147,,,,,,f,,question,261,2,multi-confusing,No
785,2018-01-26 14:40:24.717956,,,,,,f,,question,261,3,"",""
786,2018-01-26 14:40:24.81247,,,,,,f,,question,261,4,"",""
787,2018-01-26 15:09:55.825836,,,,,,f,,question,263,1,time,10
788,2018-01-26 15:09:55.899438,,,,,,f,,question,263,2,multi-confusing,no
792,2018-01-26 15:16:17.009139,,,,,,f,,question,264,2,multi-confusing,None
789,2018-01-26 15:09:55.974732,,,,,,f,,question,263,3,"",""
800,2018-01-26 18:57:02.789866,,,,,,f,,question,267,2,multi-confusing,"No. Loading was slow for some reason, though."
790,2018-01-26 15:09:56.055197,,,,,,f,,question,263,4,"",""
791,2018-01-26 15:16:16.900757,,,,,,f,,question,264,1,time,12
801,2018-01-26 18:57:02.935405,,,,,,f,,question,267,3,"",""
793,2018-01-26 15:16:17.129854,,,,,,f,,question,264,3,"",""
794,2018-01-26 15:16:17.259782,,,,,,f,,question,264,4,"",""
795,2018-01-26 16:28:24.097679,,,,,,f,,question,265,1,time,10
796,2018-01-26 16:28:24.161063,,,,,,f,,question,265,2,multi-confusing,no
798,2018-01-26 16:28:24.276565,,,,,,f,,question,265,4,"",""
797,2018-01-26 16:28:24.216955,,,,,,f,,question,265,3,"",""
799,2018-01-26 18:57:02.659589,,,,,,f,,question,267,1,time,15
802,2018-01-26 18:57:03.095524,,,,,,f,,question,267,4,"",""
